1 1 0 0
1.01 1 0 0.01
1.02 1 0 0.02
1.03 1 0 0.03
1.04 1 0 0.04
1.05 1 0 0.05
1.06 1 0 0.06
1.07 1 0 0.07
1.08 1 0 0.08
1.09 1 0 0.09
1.1 1 0 0.1
1.11 1 0 0.11
1.12 1 0 0.12
1.13 1 0 0.13
1.14 1 0 0.14
1.15 1 0 0.15
1.16 1 0 0.16
1.17 1 0 0.17
1.18 1 0 0.18
1.19 1 0 0.19
1.2 1 0 0.2
1.21 1 0 0.21
1.22 1 0 0.22
1.23 1 0 0.23
1.24 1 0 0.24
1.25 1 0 0.25
1.26 1 0 0.26
1.27 1 0 0.27
1.28 1 0 0.28
1.29 1 0 0.29
1.3 1 0 0.3
1.31 1 0 0.31
1.32 1 0 0.32
1.33 1 0 0.33
1.34 1 0 0.34
1.35 1 0 0.35
1.36 1 0 0.36
1.37 1 0 0.37
1.38 1 0 0.38
1.39 1 0 0.39
1.4 1 0 0.4
1.41 1 0 0.41
1.42 1 0 0.42
1.43 1 0 0.43
1.44 1 0 0.44
1.45 1 0 0.45
1.46 1 0 0.46
1.47 1 0 0.47
1.48 1 0 0.48
1.49 1 0 0.49
1.5 1 0 0.5
1.51 1 0 0.51
1.52 1 0 0.52
1.53 1 0 0.53
1.54 1 0 0.54
1.55 1 0 0.55
1.56 1 0 0.56
1.57 1 0 0.57
1.58 1 0 0.58
1.59 1 0 0.59
1.6 1 0 0.6
1.61 1 0 0.61
1.62 1 0 0.62
1.63 1 0 0.63
1.64 1 0 0.64
1.65 1 0 0.65
1.66 1 0 0.66
1.67 1 0 0.67
1.68 1 0 0.68
1.69 1 0 0.69
1.7 1 0 0.7
1.71 1 0 0.71
1.72 1 0 0.72
1.73 1 0 0.73
1.74 1 0 0.74
1.75 1 0 0.75
1.76 1 0 0.76
1.77 1 0 0.77
1.78 1 0 0.78
1.79 1 0 0.79
1.8 1 0 0.8
1.81 1 0 0.81
1.82 1 0 0.82
1.83 1 0 0.83
1.84 1 0 0.84
1.85 1 0 0.85
1.86 1 0 0.86
1.87 1 0 0.87
1.88 1 0 0.88
1.89 1 0 0.89
1.9 1 0 0.9
1.91 1 0 0.91
1.92 1 0 0.92
1.93 1 0 0.93
1.94 1 0 0.94
1.95 1 0 0.95
1.96 1 0 0.96
1.97 1 0 0.97
1.98 1 0 0.98
1.99 1 0 0.99
2 1 0 1
2.01 1 0 1.01
2.02 1 0 1.02
2.03 1 0 1.03
2.04 1 0 1.04
2.05 1 0 1.05
2.06 1 0 1.06
2.07 1 0 1.07
2.08 1 0 1.08
2.09 1 0 1.09
2.1 1 0 1.1
2.11 1 0 1.11
2.12 1 0 1.12
2.13 1 0 1.13
2.14 1 0 1.14
2.15 1 0 1.15
2.16 1 0 1.16
2.17 1 0 1.17
2.18 1 0 1.18
2.19 1 0 1.19
2.2 1 0 1.2
2.21 1 0 1.21
2.22 1 0 1.22
2.23 1 0 1.23
2.24 1 0 1.24
2.25 1 0 1.25
2.26 1 0 1.26
2.27 1 0 1.27
2.28 1 0 1.28
2.29 1 0 1.29
2.3 1 0 1.3
2.31 1 0 1.31
2.32 1 0 1.32
2.33 1 0 1.33
2.34 1 0 1.34
2.35 1 0 1.35
2.36 1 0 1.36
2.37 1 0 1.37
2.38 1 0 1.38
2.39 1 0 1.39
2.4 1 0 1.4
2.41 1 0 1.41
2.42 1 0 1.42
2.43 1 0 1.43
2.44 1 0 1.44
2.45 1 0 1.45
2.46 1 0 1.46
2.47 1 0 1.47
2.48 1 0 1.48
2.49 1 0 1.49
2.5 1 0 1.5
2.51 1 0 1.51
2.52 1 0 1.52
2.53 1 0 1.53
2.54 1 0 1.54
2.55 1 0 1.55
2.56 1 0 1.56
2.57 1 0 1.57
2.58 1 0 1.58
2.59 1 0 1.59
2.6 1 0 1.6
2.61 1 0 1.61
2.62 1 0 1.62
2.63 1 0 1.63
2.64 1 0 1.64
2.65 1 0 1.65
2.66 1 0 1.66
2.67 1 0 1.67
2.68 1 0 1.68
2.69 1 0 1.69
2.7 1 0 1.7
2.71 1 0 1.71
2.72 1 0 1.72
2.73 1 0 1.73
2.74 1 0 1.74
2.75 1 0 1.75
2.76 1 0 1.76
2.77 1 0 1.77
2.78 1 0 1.78
2.79 1 0 1.79
2.8 1 0 1.8
2.81 1 0 1.81
2.82 1 0 1.82
2.83 1 0 1.83
2.84 1 0 1.84
2.85 1 0 1.85
2.86 1 0 1.86
2.87 1 0 1.87
2.88 1 0 1.88
2.89 1 0 1.89
2.9 1 0 1.9
2.91 1 0 1.91
2.92 1 0 1.92
2.93 1 0 1.93
2.94 1 0 1.94
2.95 1 0 1.95
2.96 1 0 1.96
2.97 1 0 1.97
2.98 1 0 1.98
2.99 1 0 1.99
3 1 0 2
3.01 1 0 2.01
3.02 1 0 2.02
3.03 1 0 2.03
3.04 1 0 2.04
3.05 1 0 2.05
3.06 1 0 2.06
3.07 1 0 2.07
3.08 1 0 2.08
3.09 1 0 2.09
3.1 1 0 2.1
3.11 1 0 2.11
3.12 1 0 2.12
3.13 1 0 2.13
3.14 1 0 2.14
3.15 1 0 2.15
3.16 1 0 2.16
3.17 1 0 2.17
3.18 1 0 2.18
3.19 1 0 2.19
3.2 1 0 2.2
3.21 1 0 2.21
3.22 1 0 2.22
3.23 1 0 2.23
3.24 1 0 2.24
3.25 1 0 2.25
3.26 1 0 2.26
3.27 1 0 2.27
3.28 1 0 2.28
3.29 1 0 2.29
3.3 1 0 2.3
3.31 1 0 2.31
3.32 1 0 2.32
3.33 1 0 2.33
3.34 1 0 2.34
3.35 1 0 2.35
3.36 1 0 2.36
3.37 1 0 2.37
3.38 1 0 2.38
3.39 1 0 2.39
3.4 1 0 2.4
3.41 1 0 2.41
3.42 1 0 2.42
3.43 1 0 2.43
3.44 1 0 2.44
3.45 1 0 2.45
3.46 1 0 2.46
3.47 1 0 2.47
3.48 1 0 2.48
3.49 1 0 2.49
3.5 1 0 2.5
3.51 1 0 2.51
3.52 1 0 2.52
3.53 1 0 2.53
3.54 1 0 2.54
3.55 1 0 2.55
3.56 1 0 2.56
3.57 1 0 2.57
3.58 1 0 2.58
3.59 1 0 2.59
3.6 1 0 2.6
3.61 1 0 2.61
3.62 1 0 2.62
3.63 1 0 2.63
3.64 1 0 2.64
3.65 1 0 2.65
3.66 1 0 2.66
3.67 1 0 2.67
3.68 1 0 2.68
3.69 1 0 2.69
3.7 1 0 2.7
3.71 1 0 2.71
3.72 1 0 2.72
3.73 1 0 2.73
3.74 1 0 2.74
3.75 1 0 2.75
3.76 1 0 2.76
3.77 1 0 2.77
3.78 1 0 2.78
3.79 1 0 2.79
3.8 1 0 2.8
3.81 1 0 2.81
3.82 1 0 2.82
3.83 1 0 2.83
3.84 1 0 2.84
3.85 1 0 2.85
3.86 1 0 2.86
3.87 1 0 2.87
3.88 1 0 2.88
3.89 1 0 2.89
3.9 1 0 2.9
3.91 1 0 2.91
3.92 1 0 2.92
3.93 1 0 2.93
3.94 1 0 2.94
3.95 1 0 2.95
3.96 1 0 2.96
3.97 1 0 2.97
3.98 1 0 2.98
3.99 1 0 2.99
4 1 0 3
4.01 1 0 3.01
4.02 1 0 3.02
4.03 1 0 3.03
4.04 1 0 3.04
4.05 1 0 3.05
4.06 1 0 3.06
4.07 1 0 3.07
4.08 1 0 3.08
4.09 1 0 3.09
4.1 1 0 3.1
4.11 1 0 3.11
4.12 1 0 3.12
4.13 1 0 3.13
4.14 1 0 3.14
4.15 1 0 3.15
4.16 1 0 3.16
4.17 1 0 3.17
4.18 1 0 3.18
4.19 1 0 3.19
4.2 1 0 3.2
4.21 1 0 3.21
4.22 1 0 3.22
4.23 1 0 3.23
4.24 1 0 3.24
4.25 1 0 3.25
4.26 1 0 3.26
4.27 1 0 3.27
4.28 1 0 3.28
4.29 1 0 3.29
4.3 1 0 3.3
4.31 1 0 3.31
4.32 1 0 3.32
4.33 1 0 3.33
4.34 1 0 3.34
4.35 1 0 3.35
4.36 1 0 3.36
4.37 1 0 3.37
4.38 1 0 3.38
4.39 1 0 3.39
4.4 1 0 3.4
4.41 1 0 3.41
4.42 1 0 3.42
4.43 1 0 3.43
4.44 1 0 3.44
4.45 1 0 3.45
4.46 1 0 3.46
4.47 1 0 3.47
4.48 1 0 3.48
4.49 1 0 3.49
4.5 1 0 3.5
4.51 1 0 3.51
4.52 1 0 3.52
4.53 1 0 3.53
4.54 1 0 3.54
4.55 1 0 3.55
4.56 1 0 3.56
4.57 1 0 3.57
4.58 1 0 3.58
4.59 1 0 3.59
4.6 1 0 3.6
4.61 1 0 3.61
4.62 1 0 3.62
4.63 1 0 3.63
4.64 1 0 3.64
4.65 1 0 3.65
4.66 1 0 3.66
4.67 1 0 3.67
4.68 1 0 3.68
4.69 1 0 3.69
4.7 1 0 3.7
4.71 1 0 3.71
4.72 1 0 3.72
4.73 1 0 3.73
4.74 1 0 3.74
4.75 1 0 3.75
4.76 1 0 3.76
4.77 1 0 3.77
4.78 1 0 3.78
4.79 1 0 3.79
4.8 1 0 3.8
4.81 1 0 3.81
4.82 1 0 3.82
4.83 1 0 3.83
4.84 1 0 3.84
4.85 1 0 3.85
4.86 1 0 3.86
4.87 1 0 3.87
4.88 1 0 3.88
4.89 1 0 3.89
4.9 1 0 3.9
4.91 1 0 3.91
4.92 1 0 3.92
4.93 1 0 3.93
4.94 1 0 3.94
4.95 1 0 3.95
4.96 1 0 3.96
4.97 1 0 3.97
4.98 1 0 3.98
4.99 1 0 3.99
5 1 0 4
